1,elementa
1,elementes
1,elementorum
1,elephas
1,elevati
1,elixat
1,eluce
1,emendat
1,emimus
1,emmunge
1,emunctorio
1,enecat
1,enim
1,eo
1,eodem
1,epistolam
1,eques
1,equos
1,equus
1,erga
2,ergo
1,erigit
1,erit
1,erret
1,erudiatur
3,es
1,escas
2,esse
74,est
6,esto
1,esuris
42,et
1,etenim
1,ethicus
1,etiam
1,etiamsi
2,eum
1,eunt
1,evangelistæ
1,evigilas
7,ex
1,excelsa
1,excepto
1,excernimus
1,excita
1,excrementa
1,excusat
1,exeas
1,exemplum
1,exercet
1,exordium
1,expectemus
1,expedit
1,exponam
1,expugnant
1,extinguas
1,extra
1,extremas
1,exuimus
1,faber
1,faciem
1,facienda
2,facile
1,facinora
1,facit
2,faciunt
1,fallit
1,fallitur
1,falsis
1,falsum
1,fama
1,famulantur
1,famuli
1,farina
1,fas
1,fastidit
1,fatere
1,fatigat
1,fatuus
1,favet
1,febris
1,feci
1,fecisti
1,fel
2,felix
1,fenestræ
1,feras
1,fercula
1,fere
1,ferre
1,ferreus
1,fert
1,ferula
1,ferum
1,ferutatur
1,fessus
1,festa
1,festina
1,festive
1,fidei
1,fidelias
1,fidit
1,fidus
1,figulus
1,filia
1,filius
1,filum
1,finem
2,fingit
1,finis
1,firmamentum
1,firmum
3,fit
1,flagitia
1,flagrat
1,flamma
1,flat
1,fleat
1,flecte
1,floret
1,flos
1,fluit
1,flumen
1,fluvios
1,fluvius
1,focari
1,foecundus
1,foeminæ
1,foemoralia
1,foenum
1,foetent
1,foetor
1,folium
1,fonte
1,foramen
1,fores
1,formam
1,format
1,formica
1,formida
1,formosus
1,foro
1,fortasse
1,fortis
1,fortuna
1,fossa
1,fovea
1,fovetque
1,frater
1,frequentat
1,frigent
1,frigidus
1,frigit
1,frons
1,fructus
1,frugalis
1,frumentum
1,frustra
2,fugit
1,fui
2,fuisti
1,fulcitur
1,fulcris
1,fumi
1,fundamentum
1,funis
1,fur
1,furari
1,furtum
1,gallina
1,garrire
1,gaudebitis
1,gaudet
1,gemat
1,gere
1,gestas
1,gestatur
1,glacies
1,gladiis
1,gliscit
1,globus
1,gloria
1,glutinat
1,gnavus
1,graditur
1,gramen
1,grammaticus
1,grata
2,gratias
1,gratis
1,gregem
1,gremio
1,grove
1,grunit
1,gubernat
1,gustat
1,habent
6,habet
1,habitat
1,hanc
1,hauritur
1,hebes
1,helluones
1,hem
1,hepar
1,herba
1,heri
1,herus
1,heæres
1,hic
1,hilaris
1,hinnit
1,his
1,historia
1,historicus
1,hoc
1,hodie
1,hominis
1,homo
1,honestatis
1,honorem
1,horas
1,horreo
1,horto
1,hortulanus
1,hortum
1,hospitibus
1,hostis
1,hui
1,humanus
1,humeris
1,humidum
1,humilis
1,hunc
1,hyeme
1,hymni
1,hypocaustum
1,hæret
1,i
1,ianuam
1,ibis
1,ibo
1,id
1,idonea
2,igitur
1,ignaros
1,ignavis
1,ignavus
1,ignis
1,ignorus
1,ignosce
1,ii
1,iii
1,iis
1,illa
1,ille
1,illic
1,illud
1,illum
1,imberbes
1,imitatur
1,immaturum
1,immortalis
1,imo
1,impendet
1,imperant
1,impersonalia
1,impestrasti
1,impossibile
54,in
1,inane
1,incedimus
1,incipit
1,incolunt
1,incolæ
1,incommodus
1,inconstans
2,inde
1,indi
1,indigis
1,induimus
1,indusium
1,ineptum
1,inferioribus
1,inferne
1,infernum
1,infima
1,informat
1,infortunum
3,infra
1,infunde
1,ingens
1,ingratus
1,ingressus
1,inidonea
1,inimicus
1,initium
1,inopia
1,inopportunum
1,inqurias
1,insignibus
1,insolas
1,instituit
1,instrumentum
1,integimus
1,intellectus
1,intelligit
1,inter
1,intercedunt
2,interdum
1,interroga
1,interrogantibus
1,intestina
2,intra
1,introitus
1,invidet
1,invises
1,invisibilis
1,involvimus
1,ipsi
1,iram
1,is
1,it
1,ita
1,iterumque
1,itidem
1,itinere
1,iv
1,ivisti
1,j
1,jacet
1,jactare
2,januæ
1,jejunare
1,jejunus
1,jentaculum
1,jesu
1,joco
1,jocosus
1,jubet
1,jucunda
1,jucundus
1,juda
1,judex
1,judicat
1,jungit
1,jurat
1,jusculum
1,justus
1,juvabit
1,juvat
1,juvenes
1,juxta
1,labia
1,laboramus
1,laborat
1,laboriosa
1,laboris
1,lacerta
1,lacte
1,lana
1,laniat
1,lanio
1,lapideus
1,lapus
1,laquear
1,largus
1,lata
1,latera
1,latinam
1,latinitatis
1,latinæ
1,latrat
1,laudabunt
1,lavamus
1,lecti
1,lectionem
1,lector
1,legimus
1,lente
1,leo
1,lepus
1,lesit
1,lethales
1,levanda
1,leve
1,lex
1,liberalis
2,liberi
1,libet
1,libro
2,licet
1,lictor
1,ligat
1,ligneum
1,lignum
1,ligulus
2,linea
1,lingnarius
1,lingua
1,linguam
1,linguæ
1,lino
1,linque
1,linteum
1,literas
1,literis
1,lites
4,locus
1,longum
1,loquax
4,loquitur
1,lubrica
1,lucrum
1,ludemus
1,lumbos
1,lumen
1,luna
1,lupus
1,luteum
1,lutum
1,lætum
1,lævis
1,mactat
1,maculæ
1,magister
1,magistratus
1,magnum
2,magnus
1,magus
2,major
1,mala
1,maledicit
1,malignus
1,malleus
1,malum
1,manat
1,mandimus
1,mane
1,maneat
1,manibus
1,manifesta
1,mansuetum
1,mappa
1,mare
1,margine
1,maritam
1,maritus
1,matertera
1,matris
1,matula
1,mature
1,maturescit
1,maximus
2,me
1,media
1,medicus
1,mediocriter
1,medium
1,medius
1,mel
1,melius
1,membrana
1,membrum
1,memini
1,meminit
2,memoria
1,mendas
1,mendax
1,mens
1,mensa
1,mensam
1,mensurat
2,mentis
1,mentitur
1,mentum
1,mercator
2,merces
1,merendam
1,merent
1,merito
1,metit
1,metuit
1,micant
1,mihi
1,milites
1,minatur
1,minime
1,minimus
1,ministrat
1,ministri
2,minor
1,miserere
1,miseros
1,missus
1,mite
1,modestus
1,modo
1,moeniis
1,mola
1,molit
1,molitor
1,mollis
1,monet
1,moneta
1,montes
1,moram
1,morbi
1,morbidorum
1,mordent
1,mores
1,moritur
1,mors
1,mortalis
1,motus
1,movet
1,mox
1,mugit
1,mulier
1,mulsum
1,multane
1,multum
1,mundus
1,munitur
1,mures
1,murmurat
1,murus
1,muscario
1,muscas
1,musicus
1,mutat
1,mutilo
2,mutuo
1,mutus
2,nam
1,naquod
1,nares
1,narra
1,narrat
1,nasum
1,natare
1,natat
1,natibus
1,natum
1,naturam
1,nauclerus
1,nauta
1,navi
1,navigabat
1,navigat
13,ne
1,nebula
3,nec
1,necessaria
1,necessarius
1,nefas
1,nega
1,negligens
1,nemini
1,nemo
1,nemora
1,nepotes
1,nequam
1,nequaquam
1,neque
1,nequit
1,net
1,netrix
1,neutiqua
1,nigra
3,nihil
1,nil
1,nimium
1,ningit
1,nisi
1,nisicum
1,nix
1,nobilis
4,nobis
1,nobiscum
2,noli
19,non
9,nos
1,nostram
1,nostri
1,nota
1,novem
1,noverca
1,novum
1,nox
1,noxius
1,nubes
1,nucleum
1,nudi
1,nullum
1,num
1,numeralia
1,numerare
1,nummi
2,nunc
1,nuncia
1,nunciat
1,nuncium
1,nuper
1,nuptias
1,nusquam
1,nutrix
1,nux
1,o
1,ob
1,obediens
1,oberrabat
1,obibat
1,oblita
1,oblitus
1,obsequentes
1,obsignatas
1,obtempera
1,obvios
1,occasioni
1,occidit
1,occipe
1,occulta
1,octo
1,oculis
1,odiosus
1,odit
1,odor
1,odores
1,offendisti
1,officio
1,officiosus
1,officium
1,olet
1,olfaciunt
1,olla
1,omnes
3,omnia
3,omnibus
1,omnino
1,on
1,onera
1,opacus
1,operarius
1,operas
1,operit
1,opificum
1,opitulatur
1,oportet
1,oppido
1,opportunum
1,optanda
1,optimum
2,opus
1,ora
1,oratione
1,orbis
1,ordine
1,ore
1,ornat
1,ornate
1,os
1,osculatur
1,ossa
1,ostium
1,otia
1,ova
1,ovis
1,paca
1,pagina
1,pago
1,paladeş
1,palam
1,pallium
1,palma
1,palpamus
1,palpitat
1,panem
1,pannifex
1,pannos
1,paraliticus
1,parat
1,parce
1,parcus
1,parent
1,parentes
1,parietes
1,partes
1,parum
1,parus
1,parvas
2,parvus
1,pascit
1,passer
1,passionibus
1,pastor
1,patibulo
1,patiens
1,patinas
1,patitur
1,patrans
1,patriam
1,patris
1,patrus
1,pauca
1,paucis
1,paulo
1,paulus
1,pavimentum
1,pavo
1,pax
1,peccare
1,peccati
1,peccator
1,pectine
1,pectit
1,pectore
1,pecudes
1,pecunia
1,pedibus
1,pediculi
1,pejor
1,pellibus
1,pellicea
1,pellimus
1,pellio
1,pellucidum
1,pendat
1,pendeat
1,penes
1,peperit
7,per
1,peragit
1,peraguntur
1,percutimus
1,pereas
1,perendie
1,pergamus
1,pergere
1,periculosi
1,perniciosum
1,perperam
1,persona
1,personæ
1,pessimus
1,petentibus
1,petit
1,petitiones
1,physicus
1,pictor
1,pietatem
1,pigeat
1,piger
1,piget
1,pila
1,pilei
1,pilos
1,pingit
1,pingvia
1,pinsit
1,piper
1,piscator
1,piscatur
1,piscus
1,pistor
1,placa
1,plano
1,plantarum
1,plantat
1,plateæ
1,plenus
1,plerunque
1,ploret
1,pluit
1,pluvia
1,pocera
1,poculum
1,poeta
1,pommum
1,pondus
1,pone
1,ponimus
2,ponit
1,pontes
1,ponticulos
1,populus
1,porcus
1,porrigit
1,porro
1,porta
1,portamus
1,porticum
1,poscere
2,post
1,potant
2,potest
1,potius
1,potum
1,prandium
1,prasta
1,prato
1,preces
1,prehendimus
1,primus
1,princeps
1,principium
1,prius
1,privata
1,privignos
6,pro
1,probatur
1,probus
1,procax
1,procul
1,profanus
1,profcit
1,profecto
1,profesti
1,proficiscitur
1,profugus
1,profundus
1,profundæ
1,progressus
1,proinde
1,prolixum
1,promisisti
1,promitur
1,proni
1,prope
1,propera
1,propina
1,propinqua
1,proprium
1,propter
1,prorsus
1,prosperis
1,prospice
1,prudens
2,pruna
1,pruritum
1,præcedit
1,præcepta
1,præceptor
1,præceptores
1,præceptorum
1,præceptum
1,præcipit
1,prædicatur
1,præliantur
1,præmium
1,præpositiones
1,præsta
1,præsto
1,prætalibus
1,prætor
1,psalmi
1,publica
2,pudeat
1,pudice
1,pueri
1,puerpera
1,pugnant
1,pugno
1,pulchram
1,pulcrum
1,pulices
1,pulmentum
1,pulmo
1,pulpito
1,pulsa
1,pulsat
1,pulvinaribus
1,pulvis
1,pungut
1,puram
1,pusillanimus
1,puteo
1,puto
1,putret
1,pyra
1,pædagogus
1,pæna
1,pænitere
1,qua
1,quadrata
1,quadrupes
1,qualitates
4,quam
1,quamdiu
2,quando
1,quantum
1,quare
1,quatuor
1,que
1,quem
1,queniam
1,queritur
4,qui
1,quia
3,quicquid
1,quicunque
6,quid
1,quidam
1,quiescit
1,quinque
5,quis
1,quisque
1,quisquiliæ
1,quisquis
3,quo
7,quod
2,quomodo
1,quorsum
1,quos
1,quot
1,quotidie
1,quoties
7,quum
1,quuntur
3,quæ
1,quærit
1,ramum
1,raptamus
1,rara
1,ratio
1,ratiocinatus
3,rebus
1,recens
1,recipi
1,recitamus
1,recludit
1,recordatur
1,recreat
1,recta
1,recte
1,rector
1,redde
1,redeas
1,redibimusne
1,rediis
1,redit
1,regione
1,regit
1,regnet
1,regno
1,regula
2,rei
1,religionem
1,reliqua
2,rem
1,remigant
1,remiges
1,remota
1,reperies
1,repetemus
1,repetis
1,repit
1,repletur
1,repteţ
3,rerum
7,res
1,resalutat
1,respirat
1,respondet
1,restim
1,restio
1,retro
1,reus
1,revertuntur
1,rex
1,rhetor
1,ridere
1,robustus
1,rodunt
1,rogo
1,rosa
1,rotas
1,rotundus
1,ruat
1,rubra
1,rugas
1,rumori
1,rustici
1,saccharum
1,sacco
1,sacer
1,sacerdos
1,sacramenta
1,sagittas
1,sal
1,salit
1,salsum
1,salutantes
1,salutat
1,salvator
1,salve
1,sanatur
1,sanctæ
1,sandalia
1,sane
1,sanquinem
1,sanus
1,sapiant
1,sapientiæ
1,sapores
1,sartor
2,satis
1,satius
1,satur
1,scabies
1,scabimus
1,scalpimus
1,scamnum
1,scaphis
1,scapulas
1,scatet
1,scelestus
1,schola
1,scholam
1,scholasticus
1,scientiam
1,scinduntur
1,scintilla
1,scis
1,scopis
1,scribimus
1,scrinia
1,scriniarius
5,se
1,secat
1,secessus
1,secreta
1,sectare
1,secula
1,seculorum
1,secundum
1,secundus
1,securi
1,securis
1,securuss
7,sed
1,sedemus
1,semina
1,seminat
1,semitam
1,semper
1,senatores
1,senatus
1,senes
1,sensus
2,septem
1,septimana
1,sepulchrum
1,seram
1,serio
1,serius
1,seriæ
2,sermo
1,serpens
1,serpit
1,servatur
1,servi
1,serviunt
1,sessionis
1,sex
8,si
4,sic
1,siccus
2,sicut
1,sigillo
1,silentium
1,simia
1,similis
1,simul
1,sincerus
1,sine
1,singuli
1,sinistra
3,sint
2,sis
1,sitis
3,sive
1,sobolem
1,sobrius
1,socius
1,sodalis
1,solent
1,soli
1,solidum
1,sollucet
1,solvimus
1,somniat
1,somnio
1,sonant
1,sontem
1,sopor
1,sordet
1,soror
1,spaciari
1,spernere
1,spiritus
1,splendet
1,spongia
1,sponsam
1,sponsus
1,stagnum
1,stanneus
1,stat
1,stellæ
1,sterilis
2,sternimus
1,stipdendia
1,stolidus
1,stomachus
1,strati
1,studet
1,studiosum
1,stupida
2,sua
2,sub
1,subdimus
1,subditus
1,subito
1,subsistimus
1,subtile
1,succus
1,sudamus
1,sudariis
1,sue
1,sufferre
1,sufficient
1,suffimus
1,suit
1,sulphur
1,sum
1,sumere
1,sumus
19,sunt
1,superbus
1,superficies
1,superioribus
1,superne
1,supersunt
1,supervacanea
1,supini
1,supra
1,supremum
1,surdus
1,sus
1,suspendit
1,susurra
1,sutor
1,sutores
1,suum
1,suvavis
1,syllabis
1,sylva
1,sæpe
1,sævum
1,tabellarius
1,tabo
1,tabula
1,tace
1,tacite
1,taciturnus
1,tactu
1,talerus
1,tandem
1,tantum
1,tardus
1,taurus
1,taxamus
9,te
1,tecto
1,tegetibus
1,tegitur
1,telam
1,temerario
1,temere
1,temperans
1,templum
1,temporarius
2,tempus
1,tenebras
1,tener
1,tenet
1,tenta
1,tenue
1,tenus
1,teres
1,tergimus
1,tergum
1,terminos
1,terra
1,tertius
1,tertria
1,testamenta
1,testatur
1,testimonium
1,testis
1,teter
1,tetum
1,texit
1,textor
1,thoracem
1,thure
4,tibi
1,tibialia
1,timet
2,tingimus
1,titulus
1,togam
1,tolerare
1,tolle
1,tonat
1,tondet
1,tonitru
1,tonsor
1,tormentis
1,torquet
1,torret
1,tractat
1,tradit
1,traha
1,trahimus
1,trans
1,transi
1,transit
1,trepidat
1,tres
1,triginta
1,trinitatiş
1,tristatur
1,triturat
1,trochilus
1,trudimus
3,tu
1,tubæ
1,tunc
1,tune
1,tunicam
1,turbida
1,turpe
1,turris
1,tutus
1,tuum
1,tympanæ
1,tædet
2,ubi
1,ulcisci
1,ulcus
1,ultimus
1,ultra
1,ululat
1,umbra
1,una
1,unde
1,undecim
1,ungit
1,unguibus
1,uni
1,unicornis
1,universos
1,unus
1,urbane
1,urbe
1,urbs
1,urget
1,urina
1,urit
1,ursus
1,urtica
1,usque
1,usu
7,ut
1,utilis
1,utique
1,utraque
1,uvis
1,v
1,vacat
1,vacca
1,vacuum
1,vadamus
1,vagans
1,vales
1,valet
1,valles
1,vallo
1,valore
1,valvas
1,vana
1,vapulat
1,varia
1,varias
1,vase
1,vegetus
1,vehit
17,vel
1,velut
1,venas
1,venator
1,venatur
1,vendimus
1,venia
1,veniat
1,venimus
1,venis
1,venite
1,venter
1,ventus
1,ver
1,verax
